,plant_id,rs,rb
1419,2095,s329,p126
1420,2096,s329,p126
1421,2097,s329,p126
1422,2098,s329,p126
1423,2099,s329,p126
1424,2100,s329,p126
1425,2101,s329,p126
1426,2112,s329,p126
1427,2113,s329,p126
1428,2116,s329,p126
1429,2117,s329,p126
1430,2118,s329,p126
1431,2122,s329,p126
1432,2123,s329,p126
1433,2124,s329,p126
1434,2125,s329,p126
1435,2126,s329,p126
1436,2127,s329,p126
1437,2134,s329,p126
1438,2135,s329,p126
1439,2136,s329,p126
1440,2142,s329,p126
1441,2143,s329,p126
1442,2144,s329,p126
1443,2145,s329,p126
1444,2146,s329,p126
1445,2147,s329,p126
1446,2148,s329,p126
1447,2149,s329,p126
1448,2153,s329,p126
1449,2154,s329,p126
1450,2155,s329,p126
1451,2156,s329,p126
1452,2157,s329,p126
1453,2158,s329,p126
1454,2162,s329,p126
1455,2163,s329,p126
1456,2175,s329,p126
1457,2176,s329,p126
1458,2177,s329,p126
1459,2178,s329,p126
1460,2179,s329,p126
1461,2180,s329,p126
1462,2181,s329,p126
1463,2182,s329,p126
1464,2183,s329,p126
1465,2184,s329,p126
1466,2185,s329,p126
1467,2186,s329,p126
1468,2189,s329,p126
1469,2190,s329,p126
1470,2191,s329,p126
1471,2192,s329,p126
1472,2193,s329,p126
1473,13565,s329,p126
1474,13566,s329,p126
1475,13799,s329,p126
1476,13833,s329,p126
1477,1345,s337,p127
1478,1346,s337,p127
1479,1347,s337,p127
1480,1348,s337,p127
1481,1355,s337,p127
1482,1356,s337,p127
1483,1357,s337,p127
1484,1358,s337,p127
1485,1359,s337,p127
1486,1360,s337,p127
1487,1364,s337,p127
1488,1365,s337,p127
1489,1387,s337,p127
1490,1388,s337,p127
1491,1389,s337,p127
1492,1390,s337,p127
1493,1419,s337,p127
1494,1420,s337,p127
1495,1421,s337,p127
1496,1422,s337,p127
1497,1423,s337,p127
1498,1425,s337,p127
1499,1434,s337,p127
1500,1435,s337,p127
1501,1436,s337,p127
1502,1442,s337,p127
1503,1443,s337,p127
1504,1450,s337,p127
1505,1498,s337,p127
1506,1519,s337,p127
1507,1520,s337,p127
1508,1521,s337,p127
1509,1522,s337,p127
1510,1523,s337,p127
1511,1556,s337,p127
1512,1557,s337,p127
1513,1558,s337,p127
1514,1559,s337,p127
1515,1560,s337,p127
1516,1561,s337,p127
1517,1562,s337,p127
1518,1566,s337,p127
1519,1567,s337,p127
1520,1568,s337,p127
1521,1569,s337,p127
1522,1570,s337,p127
1523,1581,s337,p127
1524,1582,s337,p127
1525,1583,s337,p127
1526,1603,s337,p127
1527,1604,s337,p127
1528,1607,s337,p127
1529,1608,s337,p127
1530,1609,s337,p127
1531,1610,s337,p127
1532,1640,s337,p127
1533,1641,s337,p127
1534,1642,s337,p127
1535,1643,s337,p127
1536,1644,s337,p127
1537,1645,s337,p127
1538,1646,s337,p127
1539,1647,s337,p127
1540,1648,s337,p127
1541,1649,s337,p127
1542,1650,s337,p127
1543,1651,s337,p127
1544,1652,s337,p127
1545,1675,s337,p127
1546,1676,s337,p127
1547,1677,s337,p127
1548,1685,s337,p127
1549,1686,s337,p127
1550,1687,s337,p127
1551,1688,s337,p127
1552,1689,s337,p127
1553,1690,s337,p127
1554,1693,s337,p127
1555,1694,s337,p127
1556,1716,s337,p127
1557,1717,s337,p127
1558,1719,s337,p127
1559,1720,s337,p127
1560,1725,s337,p127
1561,1726,s337,p127
1562,1734,s337,p127
1563,1735,s337,p127
1564,1736,s337,p127
1565,1737,s337,p127
1566,1738,s337,p127
1567,1739,s337,p127
1568,1740,s337,p127
1569,1741,s337,p127
1570,1742,s337,p127
1571,1743,s337,p127
1572,1751,s337,p127
1573,1756,s337,p127
1574,1757,s337,p127
1575,1758,s337,p127
1576,1759,s337,p127
1577,1760,s337,p127
1578,1761,s337,p127
1579,1762,s337,p127
1580,1763,s337,p127
1581,1764,s337,p127
1582,1765,s337,p127
1583,1771,s337,p127
1584,1772,s337,p127
1585,1773,s337,p127
1586,1774,s337,p127
1587,1788,s337,p127
1588,1792,s337,p127
1589,1793,s337,p127
1590,1794,s337,p127
1591,1795,s337,p127
1592,1796,s337,p127
1593,1797,s337,p127
1594,1798,s337,p127
1595,1799,s337,p127
1596,1800,s337,p127
1597,1801,s337,p127
1598,1804,s337,p127
1599,1821,s337,p127
1600,1822,s337,p127
1601,1823,s337,p127
1602,1837,s337,p127
1603,1843,s337,p127
1604,1846,s337,p127
1605,1847,s337,p127
1606,1848,s337,p127
1607,1349,s336,p127
1608,1350,s336,p127
1609,1351,s336,p127
1610,1352,s336,p127
1611,1353,s336,p127
1612,1354,s336,p127
1613,1361,s336,p127
1614,1362,s336,p127
1615,1363,s336,p127
1616,1392,s336,p127
1617,1393,s336,p127
1618,1394,s336,p127
1619,1395,s336,p127
1620,1410,s336,p127
1621,1411,s336,p127
1622,1412,s336,p127
1623,1414,s336,p127
1624,1415,s336,p127
1625,1416,s336,p127
1626,1417,s336,p127
1627,1418,s336,p127
1628,1444,s336,p127
1629,1445,s336,p127
1630,1446,s336,p127
1631,1470,s336,p127
1632,1471,s336,p127
1633,1472,s336,p127
1634,1473,s336,p127
1635,1486,s336,p127
1636,1487,s336,p127
1637,1488,s336,p127
1638,1499,s336,p127
1639,1500,s336,p127
1640,1501,s336,p127
1641,1510,s336,p127
1642,1511,s336,p127
1643,1512,s336,p127
1644,1513,s336,p127
1645,1514,s336,p127
1646,1571,s336,p127
1647,1572,s336,p127
1648,1573,s336,p127
1649,1613,s336,p127
1650,1614,s336,p127
1651,1630,s336,p127
1652,1631,s336,p127
1653,1709,s336,p127
1654,1710,s336,p127
1655,1711,s336,p127
1656,1712,s336,p127
1657,1713,s336,p127
1658,1714,s336,p127
1659,1715,s336,p127
1660,1744,s336,p127
1661,1745,s336,p127
1662,1746,s336,p127
1663,1747,s336,p127
1664,1748,s336,p127
1665,1749,s336,p127
1666,1750,s336,p127
1667,1753,s336,p127
1668,1754,s336,p127
1669,1755,s336,p127
1670,1812,s336,p127
1671,1813,s336,p127
1672,1814,s336,p127
1673,1831,s336,p127
1674,1832,s336,p127
1675,1833,s336,p127
1676,1834,s336,p127
1677,1835,s336,p127
1678,1836,s336,p127
1679,13570,s336,p127
1680,1369,s340,p127
1681,1370,s340,p127
1682,1371,s340,p127
1683,1372,s340,p127
1684,1407,s340,p127
1685,1408,s340,p127
1686,1427,s340,p127
1687,1428,s340,p127
1688,1462,s340,p127
1689,1463,s340,p127
1690,1464,s340,p127
1691,1465,s340,p127
1692,1466,s340,p127
1693,1467,s340,p127
1694,1474,s340,p127
1695,1475,s340,p127
1696,1481,s340,p127
1697,1482,s340,p127
1698,1483,s340,p127
1699,1484,s340,p127
1700,1485,s340,p127
1701,1489,s340,p127
1702,1490,s340,p127
1703,1494,s340,p127
1704,1495,s340,p127
1705,1496,s340,p127
1706,1497,s340,p127
1707,1524,s340,p127
1708,1525,s340,p127
1709,1526,s340,p127
1710,1527,s340,p127
1711,1528,s340,p127
1712,1529,s340,p127
1713,1530,s340,p127
1714,1531,s340,p127
1715,1605,s340,p127
1716,1606,s340,p127
1717,1616,s340,p127
1718,1653,s340,p127
1719,1654,s340,p127
1720,1655,s340,p127
1721,1673,s340,p127
1722,1674,s340,p127
1723,1680,s340,p127
1724,1681,s340,p127
1725,1691,s340,p127
1726,1692,s340,p127
1727,1727,s340,p127
1728,1728,s340,p127
1729,1729,s340,p127
1730,1730,s340,p127
1731,1731,s340,p127
1732,1732,s340,p127
1733,1733,s340,p127
1734,1766,s340,p127
1735,1767,s340,p127
1736,1768,s340,p127
1737,1769,s340,p127
1738,1770,s340,p127
1739,1802,s340,p127
1740,1803,s340,p127
1741,1810,s340,p127
1742,1811,s340,p127
1743,1816,s340,p127
1744,1817,s340,p127
1745,1844,s340,p127
1746,1845,s340,p127
1747,1857,s340,p127
1748,1858,s340,p127
1749,1859,s340,p127
1750,1860,s340,p127
1751,1861,s340,p127
1752,1862,s340,p127
1753,1373,s338,p127
1754,1374,s338,p127
1755,1375,s338,p127
1756,1376,s338,p127
1757,1377,s338,p127
1758,1378,s338,p127
1759,1380,s338,p127
1760,1381,s338,p127
1761,1382,s338,p127
1762,1383,s338,p127
1763,1384,s338,p127
1764,1385,s338,p127
1765,1386,s338,p127
1766,1409,s338,p127
1767,1451,s338,p127
1768,1452,s338,p127
1769,1453,s338,p127
1770,1454,s338,p127
1771,1455,s338,p127
1772,1456,s338,p127
1773,1457,s338,p127
1774,1458,s338,p127
1775,1459,s338,p127
1776,1468,s338,p127
1777,1469,s338,p127
1778,1476,s338,p127
1779,1477,s338,p127
1780,1478,s338,p127
1781,1532,s338,p127
1782,1533,s338,p127
1783,1534,s338,p127
1784,1540,s338,p127
1785,1541,s338,p127
1786,1542,s338,p127
1787,1543,s338,p127
1788,1544,s338,p127
1789,1545,s338,p127
1790,1546,s338,p127
1791,1549,s338,p127
1792,1563,s338,p127
1793,1564,s338,p127
1794,1565,s338,p127
1795,1586,s338,p127
1796,1587,s338,p127
1797,1588,s338,p127
1798,1589,s338,p127
1799,1615,s338,p127
1800,1620,s338,p127
1801,1621,s338,p127
1802,1622,s338,p127
1803,1623,s338,p127
1804,1627,s338,p127
1805,1628,s338,p127
1806,1629,s338,p127
1807,1705,s338,p127
1808,1706,s338,p127
1809,1707,s338,p127
1810,1805,s338,p127
1811,1806,s338,p127
1812,1838,s338,p127
1813,1839,s338,p127
1814,1840,s338,p127
1815,1841,s338,p127
1816,1849,s338,p127
1817,1850,s338,p127
1818,13571,s338,p127
1819,1379,s335,p127
1820,1479,s335,p127
1821,1480,s335,p127
1822,1611,s335,p127
1823,1612,s335,p127
1824,1617,s335,p127
1825,1618,s335,p127
1826,1678,s335,p127
1827,1679,s335,p127
1828,1708,s335,p127
1829,1718,s335,p127
1830,1721,s335,p127
1831,1722,s335,p127
1832,1723,s335,p127
1833,1724,s335,p127
1834,1791,s335,p127
1835,1820,s335,p127
1836,1391,s333,p127
1837,1447,s333,p127
1838,1448,s333,p127
1839,1460,s333,p127
1840,1461,s333,p127
1841,1502,s333,p127
1842,1503,s333,p127
1843,1504,s333,p127
1844,1505,s333,p127
1845,1506,s333,p127
1846,1507,s333,p127
1847,1508,s333,p127
1848,1509,s333,p127
1849,1515,s333,p127
1850,1516,s333,p127
1851,1517,s333,p127
1852,1518,s333,p127
1853,1547,s333,p127
1854,1577,s333,p127
1855,1601,s333,p127
1856,1602,s333,p127
1857,1619,s333,p127
1858,1638,s333,p127
1859,1639,s333,p127
1860,1656,s333,p127
1861,1657,s333,p127
1862,1669,s333,p127
1863,1670,s333,p127
1864,1671,s333,p127
1865,1672,s333,p127
1866,1695,s333,p127
1867,1696,s333,p127
1868,1697,s333,p127
1869,1698,s333,p127
1870,1699,s333,p127
1871,1700,s333,p127
1872,1781,s333,p127
1873,1782,s333,p127
1874,1783,s333,p127
1875,1818,s333,p127
1876,1819,s333,p127
1877,13569,s333,p127
1878,1406,s334,p127
1879,1413,s334,p127
1880,1437,s334,p127
1881,1438,s334,p127
1882,1439,s334,p127
1883,1440,s334,p127
1884,1441,s334,p127
1885,1491,s334,p127
1886,1492,s334,p127
1887,1493,s334,p127
1888,1548,s334,p127
1889,1552,s334,p127
1890,1553,s334,p127
1891,1554,s334,p127
1892,1555,s334,p127
1893,1574,s334,p127
1894,1575,s334,p127
1895,1576,s334,p127
1896,1580,s334,p127
1897,1584,s334,p127
1898,1585,s334,p127
1899,1590,s334,p127
1900,1591,s334,p127
1901,1597,s334,p127
1902,1598,s334,p127
1903,1599,s334,p127
1904,1600,s334,p127
1905,1632,s334,p127
1906,1633,s334,p127
1907,1634,s334,p127
1908,1635,s334,p127
1909,1636,s334,p127
1910,1637,s334,p127
1911,1658,s334,p127
1912,1659,s334,p127
1913,1660,s334,p127
1914,1661,s334,p127
1915,1662,s334,p127
1916,1663,s334,p127
1917,1664,s334,p127
1918,1665,s334,p127
1919,1666,s334,p127
1920,1667,s334,p127
1921,1668,s334,p127
1922,1682,s334,p127
1923,1683,s334,p127
1924,1684,s334,p127
1925,1784,s334,p127
1926,1785,s334,p127
1927,1786,s334,p127
1928,1787,s334,p127
1929,1789,s334,p127
1930,1790,s334,p127
1931,1809,s334,p127
1932,1863,s318,p125
1933,1864,s318,p125
1934,2568,s318,p125
1935,2569,s318,p125
1936,2570,s318,p125
1937,2571,s318,p125
1938,2572,s318,p125
1939,2573,s318,p125
1940,2586,s318,p125
1941,2587,s318,p125
1942,2588,s318,p125
1943,2589,s318,p125
1944,2590,s318,p125
1945,2591,s318,p125
1946,2598,s318,p125
1947,2599,s318,p125
1948,2603,s318,p125
1949,2604,s318,p125
1950,13486,s318,p125
1951,13609,s318,p125
1952,1867,s332,p126
1953,1872,s332,p126
1954,1902,s332,p126
1955,1903,s332,p126
1956,1904,s332,p126
1957,1905,s332,p126
1958,1906,s332,p126
1959,1907,s332,p126
1960,1946,s332,p126
1961,1947,s332,p126
1962,1948,s332,p126
1963,1949,s332,p126
1964,1950,s332,p126
1965,1951,s332,p126
1966,1952,s332,p126
1967,1953,s332,p126
1968,1954,s332,p126
1969,1955,s332,p126
1970,2001,s332,p126
1971,2034,s332,p126
1972,2035,s332,p126
1973,2042,s332,p126
1974,2043,s332,p126
1975,2044,s332,p126
1976,2055,s332,p126
1977,2115,s332,p126
1978,2140,s332,p126
1979,2141,s332,p126
1980,2164,s332,p126
1981,2165,s332,p126
1982,2166,s332,p126
1983,2167,s332,p126
1984,1873,s330,p126
1985,1874,s330,p126
1986,1875,s330,p126
1987,1890,s330,p126
1988,1891,s330,p126
1989,1937,s330,p126
1990,1938,s330,p126
1991,1939,s330,p126
1992,1940,s330,p126
1993,1941,s330,p126
1994,1960,s330,p126
1995,1968,s330,p126
1996,1969,s330,p126
1997,1970,s330,p126
1998,1984,s330,p126
1999,1985,s330,p126
2000,2002,s330,p126
2001,2114,s330,p126
2002,2128,s330,p126
2003,2129,s330,p126
2004,2130,s330,p126
2005,2131,s330,p126
2006,2132,s330,p126
2007,2133,s330,p126
2008,1876,s331,p126
2009,1877,s331,p126
2010,1889,s331,p126
2011,1928,s331,p126
2012,1936,s331,p126
2013,1975,s331,p126
2014,1976,s331,p126
2015,1977,s331,p126
2016,2016,s331,p126
2017,2017,s331,p126
2018,2064,s331,p126
2019,2065,s331,p126
2020,2066,s331,p126
2021,2071,s331,p126
2022,2102,s331,p126
2023,2107,s331,p126
2024,2111,s331,p126
2025,2120,s331,p126
2026,2121,s331,p126
2027,2137,s331,p126
2028,2138,s331,p126
2029,2139,s331,p126
2030,2150,s331,p126
2031,2151,s331,p126
2032,2152,s331,p126
2033,2187,s331,p126
2034,2188,s331,p126
2035,2194,s331,p126
2036,2195,s331,p126
2037,2197,s331,p126
2038,2270,s331,p126
2039,2271,s331,p126
2040,2272,s331,p126
2041,2376,s331,p126
2042,2377,s331,p126
2043,2378,s331,p126
2044,2379,s331,p126
2045,13564,s331,p126
2046,1880,s327,p122
2047,1881,s327,p122
2048,1882,s327,p122
2049,1883,s327,p122
2050,1884,s327,p122
2051,1885,s327,p122
2052,1886,s327,p122
2053,1887,s327,p122
2054,1888,s327,p122
2055,1934,s327,p122
2056,1935,s327,p122
2057,2036,s327,p122
2058,2037,s327,p122
2059,2038,s327,p122
2060,2039,s327,p122
2061,2040,s327,p122
2062,2067,s327,p122
2063,2068,s327,p122
2064,2069,s327,p122
2065,2070,s327,p122
2066,2082,s327,p122
2067,2083,s327,p122
2068,2119,s327,p122
2069,2170,s327,p122
2070,2171,s327,p122
2071,2172,s327,p122
2072,2173,s327,p122
2073,2174,s327,p122
2074,2198,s327,p122
2075,2199,s327,p122
2076,2200,s327,p122
2077,2201,s327,p122
2078,2202,s327,p122
2079,2203,s327,p122
2080,2225,s327,p122
2081,2226,s327,p122
2082,2273,s327,p122
2083,2274,s327,p122
2084,2286,s327,p122
2085,2287,s327,p122
2086,2290,s327,p122
2087,2291,s327,p122
2088,2292,s327,p122
2089,2293,s327,p122
2090,2294,s327,p122
2091,2295,s327,p122
2092,2296,s327,p122
2093,2309,s327,p122
2094,2310,s327,p122
2095,2311,s327,p122
2096,2312,s327,p122
2097,2313,s327,p122
2098,2314,s327,p122
2099,2323,s327,p122
2100,2324,s327,p122
2101,2325,s327,p122
2102,2326,s327,p122
2103,2327,s327,p122
2104,2328,s327,p122
2105,2340,s327,p122
2106,2341,s327,p122
2107,2342,s327,p122
2108,2343,s327,p122
2109,2370,s327,p122
2110,2371,s327,p122
2111,2372,s327,p122
2112,2373,s327,p122
2113,2374,s327,p122
2114,2375,s327,p122
2115,2390,s327,p122
2116,2391,s327,p122
2117,2392,s327,p122
2118,2393,s327,p122
2119,2412,s327,p122
2120,2413,s327,p122
2121,2414,s327,p122
2122,2415,s327,p122
2123,2416,s327,p122
2124,2417,s327,p122
2125,2418,s327,p122
2126,13578,s327,p122
2127,13579,s327,p122
2128,1894,s328,p126
2129,1895,s328,p126
2130,1978,s328,p126
2131,1979,s328,p126
2132,1980,s328,p126
2133,1981,s328,p126
2134,1982,s328,p126
2135,1983,s328,p126
2136,2086,s328,p126
2137,2104,s328,p126
2138,2105,s328,p126
2139,2106,s328,p126
2140,2246,s328,p126
2141,2247,s328,p126
2142,2248,s328,p126
2143,2297,s328,p126
2144,2298,s328,p126
2145,2337,s328,p126
2146,2338,s328,p126
2147,2339,s328,p126
2148,2358,s328,p126
2149,2359,s328,p126
2150,2360,s328,p126
2151,2361,s328,p126
2152,2388,s328,p126
2153,2389,s328,p126
2154,1927,s319,p125
2155,1945,s319,p125
2156,1993,s319,p125
2157,1994,s319,p125
2158,2103,s319,p125
2159,2301,s319,p125
2160,2574,s319,p125
2161,2575,s319,p125
2162,2576,s319,p125
2163,2577,s319,p125
2164,2578,s319,p125
2165,2579,s319,p125
2166,2580,s319,p125
2167,2581,s319,p125
2168,2582,s319,p125
2169,2583,s319,p125
2170,2584,s319,p125
2171,2585,s319,p125
2172,2592,s319,p125
2173,2593,s319,p125
2174,2594,s319,p125
2175,2595,s319,p125
2176,2596,s319,p125
2177,2597,s319,p125
2178,2600,s319,p125
2179,2601,s319,p125
2180,2602,s319,p125
2181,2605,s319,p125
2182,2606,s319,p125
2183,2607,s319,p125
2184,2196,s324,p122
2185,2217,s324,p122
2186,2218,s324,p122
2187,2219,s324,p122
2188,2231,s324,p122
2189,2232,s324,p122
2190,2253,s324,p122
2191,2254,s324,p122
2192,2357,s324,p122
2193,2362,s324,p122
2194,2397,s324,p122
2195,2398,s324,p122
2196,2399,s324,p122
2197,2407,s324,p122
2198,2408,s324,p122
2199,2409,s324,p122
2200,13771,s324,p122
2201,13772,s324,p122
2202,13773,s324,p122
2203,13774,s324,p122
2204,13775,s324,p122
2205,2204,s326,p122
2206,2205,s326,p122
2207,2206,s326,p122
2208,2207,s326,p122
2209,2208,s326,p122
2210,2211,s326,p122
2211,2212,s326,p122
2212,2213,s326,p122
2213,2214,s326,p122
2214,2215,s326,p122
2215,2216,s326,p122
2216,2227,s326,p122
2217,2228,s326,p122
2218,2229,s326,p122
2219,2230,s326,p122
2220,2233,s326,p122
2221,2234,s326,p122
2222,2235,s326,p122
2223,2236,s326,p122
2224,2237,s326,p122
2225,2238,s326,p122
2226,2239,s326,p122
2227,2240,s326,p122
2228,2241,s326,p122
2229,2242,s326,p122
2230,2243,s326,p122
2231,2244,s326,p122
2232,2245,s326,p122
2233,2258,s326,p122
2234,2259,s326,p122
2235,2260,s326,p122
2236,2261,s326,p122
2237,2262,s326,p122
2238,2264,s326,p122
2239,2265,s326,p122
2240,2266,s326,p122
2241,2267,s326,p122
2242,2268,s326,p122
2243,2269,s326,p122
2244,2275,s326,p122
2245,2276,s326,p122
2246,2277,s326,p122
2247,2278,s326,p122
2248,2279,s326,p122
2249,2280,s326,p122
2250,2281,s326,p122
2251,2282,s326,p122
2252,2284,s326,p122
2253,2288,s326,p122
2254,2289,s326,p122
2255,2302,s326,p122
2256,2303,s326,p122
2257,2305,s326,p122
2258,2306,s326,p122
2259,2307,s326,p122
2260,2318,s326,p122
2261,2319,s326,p122
2262,2320,s326,p122
2263,2321,s326,p122
2264,2322,s326,p122
2265,2332,s326,p122
2266,2344,s326,p122
2267,2345,s326,p122
2268,2346,s326,p122
2269,2347,s326,p122
2270,2348,s326,p122
2271,2349,s326,p122
2272,2350,s326,p122
2273,2351,s326,p122
2274,2352,s326,p122
2275,2353,s326,p122
2276,2354,s326,p122
2277,2355,s326,p122
2278,2364,s326,p122
2279,2365,s326,p122
2280,2366,s326,p122
2281,2367,s326,p122
2282,2368,s326,p122
2283,2369,s326,p122
2284,2380,s326,p122
2285,2381,s326,p122
2286,2382,s326,p122
2287,2383,s326,p122
2288,2384,s326,p122
2289,2385,s326,p122
2290,2394,s326,p122
2291,2395,s326,p122
2292,2396,s326,p122
2293,2400,s326,p122
2294,2401,s326,p122
2295,2402,s326,p122
2296,2404,s326,p122
2297,2405,s326,p122
2298,2406,s326,p122
2299,2419,s326,p122
2300,2420,s326,p122
2301,2421,s326,p122
2302,2422,s326,p122
2303,2423,s326,p122
2304,2424,s326,p122
2305,2425,s326,p122
2306,2426,s326,p122
2307,2661,s326,p122
2308,2662,s326,p122
2309,2663,s326,p122
2310,2664,s326,p122
2311,13576,s326,p122
2312,13577,s326,p122
2313,13776,s326,p122
2314,13784,s326,p122
2315,13848,s326,p122
2316,13849,s326,p122
2317,2209,s325,p122
2318,2210,s325,p122
2319,2221,s325,p122
2320,2222,s325,p122
2321,2223,s325,p122
2322,2224,s325,p122
2323,2249,s325,p122
2324,2250,s325,p122
2325,2251,s325,p122
2326,2252,s325,p122
2327,2285,s325,p122
2328,2308,s325,p122
2329,2315,s325,p122
2330,2316,s325,p122
2331,2317,s325,p122
2332,2330,s325,p122
2333,2331,s325,p122
2334,2333,s325,p122
2335,2356,s325,p122
2336,2363,s325,p122
2337,2386,s325,p122
2338,2403,s325,p122
2339,2410,s325,p122
2340,2411,s325,p122
2341,2220,s323,p122
2342,2263,s323,p122
2343,2299,s323,p122
2344,2300,s323,p122
2345,2304,s323,p122
2346,2329,s323,p122
2347,2255,s322,p122
2348,2256,s322,p122
2349,2257,s322,p122
2350,2283,s322,p122
2351,2334,s322,p122
2352,2335,s322,p122
2353,2336,s322,p122
2354,2435,s322,p122
2355,2436,s322,p122
