bus_id,name_abbr,dist,lat,lon
549,NEISO,0.0,45.2606,-68.306
550,NEISO,0.0,44.8439,-69.0176
551,NEISO,0.0,44.8439,-69.0176
552,NEISO,0.0,45.4488,-68.4257
553,NEISO,0.0,45.4003,-68.5003
554,NEISO,0.0,44.9994,-68.5807
555,NEISO,0.0,44.9994,-68.5807
556,NEISO,0.0,44.9204,-68.5571
557,NEISO,0.0,45.9636,-69.0609
558,NEISO,0.0,45.9075,-69.0057
559,NEISO,0.0,45.9851,-68.986
560,NEISO,0.0,45.9851,-68.986
561,NEISO,0.0,45.9851,-68.986
562,NEISO,0.0,44.7884,-69.1755
563,NEISO,0.0,45.122,-68.7952
564,NEISO,0.0,45.122,-68.7952
565,NEISO,0.0,45.122,-68.7952
566,NEISO,0.0,45.0036,-68.764
567,NEISO,0.0,45.0036,-68.764
568,NEISO,0.0,45.0561,-68.7428
569,NEISO,0.0,44.9593,-68.6457
570,NEISO,0.0,44.9051,-68.822
571,NEISO,0.0,44.8236,-68.6925
572,NEISO,0.0,44.8236,-68.6925
573,NEISO,0.0,44.8337,-68.7524
574,NEISO,0.0,44.8337,-68.7524
575,NEISO,0.0,44.7131,-68.7832
576,NEISO,0.0,44.709,-68.7273
577,NEISO,0.0,44.709,-68.7273
578,NEISO,0.0,44.709,-68.7273
579,NEISO,0.0,44.709,-68.7273
580,NEISO,0.0,44.709,-68.7273
581,NEISO,0.0,44.7532,-69.2661
582,NEISO,0.0,45.4218,-68.1002
583,NEISO,0.0,45.4218,-68.1002
584,NEISO,0.0,45.3503,-68.5934
585,NEISO,0.0,45.2506,-68.5034
586,NEISO,0.0,45.3565,-69.6083
587,NEISO,0.0,45.4511,-69.1164
588,NEISO,0.0,45.4511,-69.1164
589,NEISO,0.0,45.1623,-69.1717
590,NEISO,0.0,45.2607,-69.2133
591,NEISO,0.0,45.1956,-69.225
592,NEISO,0.0,45.1956,-69.225
593,NEISO,0.0,45.1956,-69.225
594,NEISO,0.0,45.1956,-69.225
595,NEISO,0.0,45.1956,-69.225
596,NEISO,0.0,45.1956,-69.225
597,NEISO,0.0,45.7795,-69.6889
598,NEISO,0.0,45.7199,-69.6225
599,NEISO,0.0,45.3336,-69.3519
600,NEISO,0.0,45.1526,-69.3255
601,NEISO,0.0,45.1896,-69.4433
602,NEISO,0.0,45.0838,-69.5636
603,NEISO,0.0,45.2985,-68.88
604,NEISO,0.0,45.2985,-68.88
605,NEISO,0.0,45.2158,-69.0096
606,NEISO,0.0,45.2158,-69.0096
607,NEISO,0.0,43.926,-69.8014
608,NEISO,0.0,43.926,-69.8014
609,NEISO,0.0,43.862,-69.8276
610,NEISO,0.0,43.862,-69.8276
611,NEISO,0.0,43.862,-69.8276
612,NEISO,0.0,43.862,-69.8276
613,NEISO,0.0,43.862,-69.8276
614,NEISO,0.0,43.862,-69.8276
615,NEISO,0.0,43.9137,-69.8845
616,NEISO,0.0,44.0668,-69.9933
617,NEISO,0.0,44.1724,-70.0494
618,NEISO,0.0,44.1724,-70.0494
619,NEISO,0.0,43.7853,-69.8484
620,NEISO,0.0,43.7853,-69.8484
621,NEISO,0.0,44.0911,-69.8787
622,NEISO,0.0,44.0815,-69.8136
623,NEISO,0.0,44.0815,-69.8136
624,NEISO,0.0,44.0815,-69.8136
625,NEISO,0.0,43.9858,-69.9093
626,NEISO,0.0,43.9666,-70.0514
627,NEISO,0.0,43.9666,-70.0514
628,NEISO,0.0,44.0078,-70.0239
