,type
6628,ng
6629,ng
6630,ng
6631,ng
6632,ng
6633,ng
6634,ng
6635,ng
6636,ng
6637,ng
6638,ng
6639,ng
6640,ng
6641,ng
6642,ng
6643,ng
6644,ng
6645,nuclear
6646,nuclear
6647,wind
6648,wind
6649,wind
6650,wind
6651,coal
6652,coal
6653,ng
6654,ng
6655,ng
6656,ng
6657,ng
6658,ng
6659,ng
6660,ng
6661,ng
6662,ng
6663,ng
6664,dfo
6665,dfo
6666,dfo
6667,dfo
6668,hydro
6669,hydro
6670,hydro
6671,hydro
6672,hydro
6673,ng
6674,ng
6675,hydro
6676,hydro
6677,ng
6678,ng
6679,ng
6680,ng
6681,ng
6682,solar
6683,ng
6684,ng
6685,ng
6686,ng
6687,ng
6688,ng
6689,nuclear
6690,nuclear
6691,dfo
6692,dfo
6693,dfo
6694,ng
6695,ng
6696,ng
6697,wind
6698,ng
6699,ng
6700,ng
6701,ng
6702,ng
6703,ng
6704,ng
6705,ng
6706,ng
6707,ng
6708,ng
6709,ng
6710,ng
6711,ng
6712,ng
6713,ng
6714,coal
6715,dfo
6716,coal
6717,coal
6718,wind
6719,coal
6720,coal
6721,coal
6722,wind
6723,wind
6724,ng
6725,ng
6726,ng
6727,ng
6728,ng
6729,ng
6730,wind
6731,ng
6732,ng
6733,nuclear
6734,nuclear
6735,wind
6736,coal
6737,coal
6738,coal
6739,coal
6740,coal
6741,coal
6742,coal
6743,ng
6744,ng
6745,ng
6746,ng
6747,ng
6748,wind
6749,dfo
6750,dfo
6751,dfo
6752,ng
6753,ng
6754,ng
6755,ng
6756,ng
6757,ng
6758,ng
6759,ng
6760,dfo
6761,dfo
6762,dfo
6763,wind
6764,wind
6765,wind
6766,wind
6767,dfo
6768,dfo
6769,dfo
6770,dfo
6771,dfo
6772,dfo
6773,dfo
6774,dfo
6775,dfo
6776,dfo
6777,dfo
6778,ng
6779,ng
6780,coal
6781,coal
6782,coal
6783,coal
6784,coal
6785,coal
6786,coal
6787,dfo
6788,dfo
6789,dfo
6790,dfo
6791,dfo
6792,dfo
6793,ng
6794,ng
6795,ng
6796,ng
6797,ng
6798,ng
6799,coal
6800,coal
6801,coal
6802,coal
6803,coal
6804,coal
6805,coal
6806,coal
6807,coal
6808,dfo
6809,dfo
6810,ng
6811,ng
6812,wind
6813,dfo
6814,dfo
6815,dfo
6816,dfo
6817,dfo
6818,dfo
6819,dfo
6820,wind
6821,coal
6822,coal
6823,ng
6824,coal
6825,coal
6826,ng
6827,ng
6828,ng
6829,ng
6830,dfo
6831,dfo
6832,dfo
6833,dfo
6834,dfo
6835,dfo
6836,dfo
6837,wind
6838,coal
6839,wind
6840,dfo
6841,dfo
6842,dfo
6843,dfo
6844,dfo
6845,dfo
6846,dfo
6847,wind
6848,dfo
6849,dfo
6850,dfo
6851,dfo
6852,dfo
6853,dfo
6854,wind
6855,wind
6856,dfo
6857,dfo
6858,dfo
6859,dfo
6860,dfo
6861,dfo
6862,coal
6863,coal
6864,dfo
6865,dfo
6866,dfo
6867,dfo
6868,dfo
6869,dfo
6870,wind
6871,ng
6872,ng
6873,ng
6874,ng
6875,ng
6876,dfo
6877,dfo
6878,dfo
6879,ng
6880,ng
6881,coal
6882,ng
6883,ng
6884,wind
6885,wind
6886,wind
6887,wind
6888,wind
6889,wind
6890,coal
6891,coal
6892,coal
6893,coal
6894,coal
6895,coal
6896,dfo
6897,dfo
6898,dfo
6899,dfo
6900,dfo
6901,ng
6902,ng
6903,ng
6904,ng
6905,ng
6906,ng
6907,ng
6908,ng
6909,ng
6910,ng
6911,dfo
6912,dfo
6913,dfo
6914,dfo
6915,ng
6916,ng
6917,ng
6918,ng
6919,wind
6920,dfo
6921,dfo
6922,dfo
6923,dfo
6924,dfo
6925,dfo
6926,dfo
6927,dfo
6928,dfo
6929,dfo
6930,dfo
6931,dfo
6932,dfo
6933,coal
6934,coal
6935,coal
6936,coal
6937,coal
6938,coal
6939,dfo
6940,dfo
6941,dfo
6942,dfo
6943,dfo
6944,dfo
6945,ng
6946,ng
6947,dfo
6948,dfo
6949,dfo
6950,dfo
6951,dfo
6952,dfo
6953,coal
6954,coal
6955,coal
6956,nuclear
6957,wind
6958,dfo
6959,dfo
6960,dfo
6961,dfo
6962,dfo
6963,wind
6964,hydro
6965,hydro
6966,hydro
6967,hydro
6968,hydro
6969,hydro
6970,hydro
6971,hydro
6972,hydro
6973,hydro
6974,wind
6975,hydro
6976,hydro
6977,nuclear
6978,nuclear
6979,hydro
6980,hydro
6981,hydro
6982,hydro
6983,hydro
6984,hydro
6985,hydro
6986,hydro
6987,hydro
6988,hydro
6989,hydro
6990,hydro
6991,hydro
6992,dfo
6993,dfo
6994,dfo
6995,dfo
6996,hydro
6997,hydro
6998,hydro
6999,hydro
7000,hydro
7001,hydro
7002,hydro
7003,hydro
7004,hydro
7005,hydro
7006,hydro
7007,hydro
7008,dfo
7009,dfo
7010,dfo
7011,dfo
7012,dfo
7013,dfo
7014,ng
7015,ng
7016,ng
7017,hydro
7018,hydro
7019,hydro
7020,hydro
7021,hydro
7022,hydro
7023,hydro
7024,hydro
7025,dfo
7026,dfo
7027,dfo
7028,dfo
7029,dfo
7030,coal
7031,coal
7032,hydro
7033,hydro
7034,hydro
7035,dfo
7036,dfo
7037,dfo
7038,dfo
7039,dfo
7040,dfo
7041,ng
7042,ng
7043,hydro
7044,hydro
7045,hydro
7046,hydro
7047,hydro
7048,ng
7049,ng
7050,hydro
7051,hydro
7052,hydro
7053,hydro
7054,hydro
7055,hydro
7056,hydro
7057,coal
7058,coal
7059,coal
7060,coal
7061,hydro
7062,hydro
7063,hydro
7064,hydro
7065,hydro
7066,hydro
7067,coal
7068,coal
7069,coal
7070,wind
7071,wind
7072,dfo
7073,hydro
7074,hydro
7075,hydro
7076,hydro
7077,hydro
7078,hydro
7079,hydro
7080,hydro
7081,hydro
7082,hydro
7083,hydro
7084,hydro
7085,hydro
7086,coal
7087,ng
7088,ng
7089,wind
7090,coal
7091,ng
7092,wind
7093,wind
7094,coal
7095,hydro
7096,hydro
7097,hydro
7098,hydro
7099,hydro
7100,hydro
7101,hydro
7102,hydro
7103,hydro
7104,hydro
7105,hydro
7106,hydro
7107,hydro
7108,hydro
7109,hydro
7110,wind
7111,ng
7112,dfo
7113,ng
7114,ng
7115,ng
7116,ng
7117,dfo
7118,hydro
7119,hydro
7120,hydro
7121,hydro
7122,hydro
7123,hydro
7124,hydro
7125,hydro
7126,hydro
7127,dfo
7128,dfo
7129,dfo
7130,dfo
7131,ng
7132,ng
7133,ng
7134,ng
7135,ng
7136,ng
7137,ng
7138,hydro
7139,hydro
7140,hydro
7141,hydro
7142,hydro
7143,ng
7144,ng
7145,dfo
7146,dfo
7147,dfo
7148,dfo
7149,dfo
7150,dfo
7151,ng
7152,ng
7153,ng
7154,hydro
7155,hydro
7156,hydro
7157,hydro
7158,hydro
7159,hydro
7160,hydro
7161,hydro
7162,hydro
7163,hydro
7164,hydro
7165,hydro
7166,hydro
7167,hydro
7168,hydro
7169,hydro
7170,hydro
7171,hydro
7172,hydro
7173,hydro
7174,hydro
7175,coal
7176,coal
7177,ng
7178,ng
7179,ng
7180,ng
7181,coal
7182,wind
7183,ng
7184,ng
7185,dfo
7186,dfo
7187,dfo
7188,dfo
7189,dfo
7190,dfo
7191,dfo
7192,dfo
7193,ng
7194,ng
7195,hydro
7196,hydro
7197,hydro
7198,hydro
7199,hydro
7200,hydro
7201,ng
7202,ng
7203,ng
7204,ng
7205,ng
7206,dfo
7207,hydro
7208,hydro
7209,hydro
7210,hydro
7211,hydro
7212,hydro
7213,dfo
7214,ng
7215,dfo
7216,dfo
7217,dfo
7218,dfo
7219,dfo
7220,coal
7221,coal
7222,hydro
7223,hydro
7224,dfo
7225,ng
7226,ng
7227,ng
7228,ng
7229,ng
7230,dfo
7231,dfo
7232,dfo
7233,dfo
7234,dfo
7235,hydro
7236,hydro
7237,hydro
7238,hydro
7239,hydro
7240,ng
7241,hydro
7242,hydro
7243,hydro
7244,hydro
7245,ng
7246,ng
7247,ng
7248,ng
7249,wind
7250,coal
7251,coal
7252,hydro
7253,hydro
7254,hydro
7255,hydro
7256,hydro
7257,hydro
7258,hydro
7259,hydro
7260,hydro
7261,dfo
7262,dfo
7263,wind
7264,hydro
7265,hydro
7266,coal
7267,coal
7268,ng
7269,ng
7270,ng
7271,ng
7272,coal
7273,coal
7274,coal
7275,coal
7276,ng
7277,hydro
7278,hydro
7279,hydro
7280,hydro
7281,hydro
7282,hydro
7283,hydro
7284,hydro
7285,hydro
7286,dfo
7287,dfo
7288,ng
7289,ng
7290,wind
7291,ng
7292,hydro
7293,hydro
7294,hydro
7295,hydro
7296,hydro
7297,hydro
7298,wind
7299,dfo
7300,dfo
7301,dfo
7302,dfo
7303,dfo
7304,dfo
7305,dfo
7306,dfo
7307,dfo
7308,dfo
7309,hydro
7310,hydro
7311,hydro
7312,ng
7313,wind
7314,wind
7315,wind
7316,coal
7317,dfo
7318,dfo
7319,dfo
7320,coal
7321,coal
7322,hydro
7323,hydro
7324,coal
7325,hydro
7326,hydro
7327,hydro
7328,dfo
7329,dfo
7330,dfo
7331,coal
7332,coal
7333,dfo
7334,dfo
7335,hydro
7336,hydro
7337,ng
7338,ng
7339,coal
7340,coal
7341,coal
7342,coal
7343,dfo
7344,hydro
7345,hydro
7346,hydro
7347,hydro
7348,hydro
7349,hydro
7350,hydro
7351,hydro
7352,hydro
7353,dfo
7354,coal
7355,coal
7356,coal
7357,coal
7358,coal
7359,coal
7360,coal
7361,coal
7362,coal
7363,ng
7364,ng
7365,hydro
7366,hydro
7367,hydro
7368,ng
7369,ng
7370,ng
7371,ng
7372,hydro
7373,hydro
7374,dfo
7375,dfo
7376,hydro
7377,hydro
7378,hydro
7379,hydro
7380,hydro
7381,hydro
7382,hydro
7383,hydro
7384,ng
7385,ng
7386,hydro
7387,hydro
7388,hydro
7389,hydro
7390,hydro
7391,hydro
7392,hydro
7393,dfo
7394,dfo
7395,dfo
7396,dfo
7397,dfo
7398,dfo
7399,hydro
7400,hydro
7401,hydro
7402,hydro
7403,hydro
7404,hydro
7405,hydro
7406,hydro
7407,hydro
7408,ng
7409,ng
7410,ng
7411,ng
7412,ng
7413,ng
7414,dfo
7415,dfo
7416,dfo
7417,ng
7418,hydro
7419,hydro
7420,hydro
7421,ng
7422,dfo
7423,dfo
7424,dfo
7425,wind
7426,hydro
7427,hydro
7428,hydro
7429,hydro
7430,hydro
7431,hydro
7432,hydro
7433,hydro
7434,hydro
7435,hydro
7436,hydro
7437,wind
7438,dfo
7439,dfo
7440,dfo
7441,dfo
7442,dfo
7443,dfo
7444,dfo
7445,dfo
7446,dfo
7447,dfo
7448,dfo
7449,wind
7450,coal
7451,coal
7452,dfo
7453,dfo
7454,dfo
7455,dfo
7456,dfo
7457,wind
7458,hydro
7459,hydro
7460,hydro
7461,hydro
7462,coal
7463,coal
7464,dfo
7465,dfo
7466,dfo
7467,dfo
7468,dfo
7469,dfo
7470,dfo
7471,hydro
7472,coal
7473,coal
7474,coal
7475,coal
7476,coal
7477,coal
7478,ng
7479,ng
7480,ng
7481,hydro
7482,hydro
7483,hydro
7484,hydro
7485,hydro
7486,hydro
7487,hydro
7488,hydro
7489,hydro
7490,hydro
7491,dfo
7492,dfo
7493,hydro
7494,hydro
7495,hydro
7496,coal
7497,coal
7498,dfo
7499,dfo
7500,dfo
7501,dfo
7502,dfo
7503,dfo
7504,dfo
7505,dfo
7506,dfo
7507,dfo
7508,hydro
7509,hydro
7510,hydro
7511,hydro
7512,hydro
7513,hydro
7514,ng
7515,hydro
7516,hydro
7517,hydro
7518,coal
7519,coal
7520,coal
7521,coal
7522,coal
7523,coal
7524,wind
7525,wind
7526,hydro
7527,hydro
7528,hydro
7529,wind
7530,hydro
7531,hydro
7532,hydro
7533,hydro
7534,hydro
7535,coal
7536,coal
7537,hydro
7538,hydro
7539,hydro
7540,hydro
7541,hydro
7542,hydro
7543,coal
7544,dfo
7545,dfo
7546,dfo
7547,dfo
7548,coal
7549,coal
7550,dfo
7551,coal
7552,coal
7553,dfo
7554,dfo
7555,dfo
7556,dfo
7557,wind
7558,wind
7559,wind
7560,wind
7561,wind
7562,dfo
7563,dfo
7564,dfo
7565,dfo
7566,dfo
7567,dfo
7568,dfo
7569,dfo
7570,dfo
7571,dfo
7572,dfo
7573,dfo
7574,coal
7575,dfo
7576,dfo
7577,dfo
7578,dfo
7579,dfo
7580,dfo
7581,dfo
7582,wind
7583,wind
7584,wind
7585,wind
7586,dfo
7587,dfo
7588,dfo
7589,dfo
7590,dfo
7591,wind
7592,ng
7593,wind
7594,wind
7595,wind
7596,wind
7597,wind
7598,dfo
7599,dfo
7600,dfo
7601,dfo
7602,dfo
7603,wind
7604,wind
7605,ng
7606,ng
7607,ng
7608,wind
7609,wind
7610,wind
7611,wind
7612,wind
7613,wind
7614,dfo
7615,dfo
7616,dfo
7617,dfo
7618,dfo
7619,dfo
7620,ng
7621,wind
7622,dfo
7623,dfo
7624,dfo
7625,dfo
7626,dfo
7627,dfo
7628,dfo
7629,dfo
7630,dfo
7631,dfo
7632,dfo
7633,dfo
7634,dfo
7635,dfo
7636,dfo
7637,dfo
7638,dfo
7639,dfo
7640,wind
7641,wind
7642,wind
7643,wind
7644,ng
7645,ng
7646,dfo
7647,dfo
7648,dfo
7649,dfo
7650,wind
7651,nuclear
7652,nuclear
7653,dfo
7654,dfo
7655,dfo
7656,dfo
7657,ng
7658,ng
7659,ng
7660,ng
7661,dfo
7662,dfo
7663,dfo
7664,ng
7665,ng
7666,ng
7667,wind
7668,wind
7669,hydro
7670,hydro
7671,hydro
7672,hydro
7673,dfo
7674,dfo
7675,dfo
7676,dfo
7677,ng
7678,ng
7679,ng
7680,ng
7681,wind
7682,wind
7683,coal
7684,hydro
7685,hydro
7686,hydro
7687,hydro
7688,hydro
7689,hydro
7690,ng
7691,ng
7692,ng
7693,dfo
7694,wind
7695,wind
7696,wind
7697,ng
7698,ng
7699,wind
7700,ng
7701,wind
7702,wind
7703,ng
7704,ng
7705,ng
7706,wind
7707,wind
7708,wind
7709,wind
7710,wind
7711,wind
7712,wind
7713,wind
7714,wind
7715,wind
7716,wind
7717,coal
7718,wind
7719,wind
7720,wind
7721,nuclear
7722,dfo
7723,dfo
7724,dfo
7725,dfo
7726,dfo
7727,dfo
7728,dfo
7729,dfo
7730,dfo
7731,dfo
7732,dfo
7733,dfo
7734,dfo
7735,dfo
7736,dfo
7737,ng
7738,dfo
7739,dfo
7740,dfo
7741,dfo
7742,dfo
7743,ng
7744,dfo
7745,dfo
7746,dfo
7747,dfo
7748,dfo
7749,dfo
7750,ng
7751,ng
7752,ng
7753,ng
7754,wind
7755,wind
7756,wind
7757,wind
7758,wind
7759,dfo
7760,dfo
7761,dfo
7762,ng
7763,ng
7764,ng
7765,wind
7766,wind
7767,wind
7768,wind
7769,wind
7770,ng
7771,ng
7772,ng
7773,ng
7774,wind
7775,wind
7776,ng
7777,ng
7778,ng
7779,ng
7780,ng
7781,ng
7782,ng
7783,ng
7784,dfo
7785,dfo
7786,dfo
7787,dfo
7788,dfo
7789,wind
7790,wind
7791,wind
7792,wind
7793,wind
7794,wind
7795,dfo
7796,dfo
7797,dfo
7798,dfo
7799,wind
7800,wind
7801,wind
7802,ng
7803,ng
7804,ng
7805,ng
7806,ng
7807,ng
7808,coal
7809,coal
7810,dfo
7811,dfo
7812,dfo
7813,dfo
7814,dfo
7815,dfo
7816,dfo
7817,dfo
7818,dfo
7819,wind
7820,ng
7821,ng
7822,wind
7823,wind
7824,wind
7825,wind
7826,wind
7827,wind
7828,wind
7829,dfo
7830,dfo
7831,dfo
7832,dfo
7833,dfo
7834,wind
7835,hydro
7836,hydro
7837,hydro
7838,hydro
7839,hydro
7840,wind
7841,wind
7842,wind
7843,hydro
7844,hydro
7845,hydro
7846,hydro
7847,hydro
7848,hydro
7849,hydro
7850,hydro
7851,wind
7852,dfo
7853,ng
7854,ng
7855,coal
7856,coal
7857,coal
7858,wind
7859,wind
7860,wind
7861,ng
7862,ng
7863,wind
7864,wind
7865,wind
7866,wind
7867,wind
7868,wind
7869,wind
7870,wind
7871,wind
7872,dfo
7873,dfo
7874,dfo
7875,dfo
7876,ng
7877,ng
7878,ng
7879,ng
7880,wind
7881,dfo
7882,dfo
7883,dfo
7884,dfo
7885,wind
7886,wind
7887,wind
7888,wind
7889,wind
7890,wind
7891,wind
7892,wind
7893,wind
7894,dfo
7895,dfo
7896,dfo
7897,dfo
7898,dfo
7899,dfo
7900,dfo
7901,dfo
7902,dfo
7903,dfo
7904,dfo
7905,ng
7906,ng
7907,wind
7908,wind
7909,dfo
7910,dfo
7911,dfo
7912,dfo
7913,dfo
7914,dfo
7915,dfo
7916,wind
7917,wind
7918,wind
7919,dfo
7920,dfo
7921,dfo
7922,dfo
7923,dfo
7924,dfo
7925,dfo
7926,dfo
7927,dfo
7928,dfo
7929,dfo
7930,dfo
7931,dfo
7932,coal
7933,coal
7934,coal
7935,coal
7936,wind
7937,coal
7938,ng
7939,ng
7940,ng
7941,wind
7942,wind
7943,wind
7944,wind
7945,dfo
7946,dfo
7947,dfo
7948,dfo
7949,dfo
7950,dfo
7951,ng
7952,ng
7953,wind
7954,ng
7955,ng
7956,ng
7957,ng
7958,ng
7959,ng
7960,wind
7961,wind
7962,dfo
7963,wind
7964,wind
7965,wind
7966,ng
7967,ng
7968,ng
7969,ng
7970,ng
7971,ng
7972,wind
7973,ng
7974,ng
7975,ng
7976,ng
7977,ng
7978,dfo
7979,dfo
7980,dfo
7981,dfo
7982,dfo
7983,dfo
7984,dfo
7985,dfo
7986,hydro
7987,hydro
7988,hydro
7989,hydro
7990,hydro
7991,hydro
7992,hydro
7993,wind
7994,wind
7995,ng
7996,ng
7997,ng
7998,dfo
7999,dfo
8000,dfo
8001,dfo
8002,dfo
8003,dfo
8004,dfo
8005,dfo
8006,dfo
8007,dfo
8008,dfo
8009,dfo
8010,coal
8011,dfo
8012,dfo
8013,dfo
8014,dfo
8015,wind
8016,wind
8017,dfo
8018,dfo
8019,dfo
8020,dfo
8021,dfo
8022,dfo
8023,dfo
8024,dfo
8025,dfo
8026,ng
8027,ng
8028,ng
8029,ng
8030,wind
8031,wind
8032,coal
8033,dfo
8034,dfo
8035,dfo
8036,dfo
8037,dfo
8038,dfo
8039,coal
8040,dfo
8041,dfo
8042,dfo
8043,dfo
8044,dfo
8045,dfo
8046,dfo
8047,dfo
8048,dfo
8049,dfo
8050,dfo
8051,dfo
8052,wind
8053,dfo
8054,dfo
8055,dfo
8056,dfo
8057,dfo
8058,dfo
8059,dfo
8060,dfo
8061,dfo
8062,ng
8063,ng
8064,ng
8065,ng
8066,wind
8067,coal
8068,coal
8069,dfo
8070,dfo
8071,dfo
8072,dfo
8073,dfo
8074,dfo
8075,dfo
8076,dfo
8077,dfo
8078,dfo
8079,dfo
8080,dfo
8081,dfo
8082,dfo
8083,dfo
8084,dfo
8085,dfo
8086,dfo
8087,dfo
8088,ng
8089,ng
8090,dfo
8091,dfo
8092,dfo
8093,dfo
8094,dfo
8095,dfo
8096,dfo
8097,dfo
8098,dfo
8099,dfo
8100,wind
8101,ng
8102,ng
8103,ng
8104,dfo
8105,dfo
8106,ng
8107,ng
8108,wind
8109,wind
8110,dfo
8111,dfo
8112,dfo
8113,ng
8114,ng
8115,dfo
8116,dfo
8117,dfo
8118,dfo
8119,dfo
8120,dfo
8121,wind
8122,wind
8123,wind
8124,ng
8125,ng
8126,ng
8127,ng
8128,ng
8129,coal
8130,dfo
8131,dfo
8132,dfo
8133,wind
8134,wind
8135,coal
8136,dfo
8137,dfo
8138,dfo
8139,dfo
8140,dfo
8141,nuclear
8142,dfo
8143,dfo
8144,dfo
8145,wind
8146,dfo
8147,wind
8148,dfo
8149,dfo
8150,coal
8151,coal
8152,wind
8153,wind
8154,dfo
8155,dfo
8156,dfo
8157,dfo
8158,dfo
8159,dfo
8160,wind
8161,wind
8162,ng
8163,ng
8164,ng
8165,dfo
8166,dfo
8167,dfo
8168,wind
8169,wind
8170,wind
8171,dfo
8172,dfo
8173,dfo
8174,dfo
8175,dfo
8176,dfo
8177,dfo
8178,dfo
8179,wind
8180,ng
8181,ng
8182,wind
8183,dfo
8184,dfo
8185,dfo
8186,dfo
8187,dfo
8188,dfo
8189,dfo
8190,dfo
8191,dfo
8192,dfo
8193,dfo
8194,dfo
8195,dfo
8196,dfo
8197,dfo
8198,dfo
8199,dfo
8200,dfo
8201,dfo
8202,dfo
8203,dfo
8204,dfo
8205,dfo
8206,dfo
8207,dfo
8208,dfo
8209,dfo
8210,dfo
8211,dfo
8212,dfo
8213,ng
8214,ng
8215,dfo
8216,dfo
8217,dfo
8218,wind
8219,ng
8220,ng
8221,wind
8222,wind
8223,ng
8224,ng
8225,ng
8226,dfo
8227,dfo
8228,dfo
8229,dfo
8230,dfo
8231,dfo
8232,dfo
8233,coal
8234,wind
8235,dfo
8236,dfo
8237,dfo
8238,dfo
8239,dfo
8240,dfo
8241,wind
8242,dfo
8243,dfo
8244,dfo
8245,dfo
8246,dfo
8247,dfo
8248,dfo
8249,dfo
8250,dfo
8251,dfo
8252,wind
8253,dfo
8254,dfo
8255,dfo
8256,dfo
8257,dfo
8258,dfo
8259,coal
8260,dfo
8261,dfo
8262,dfo
8263,dfo
8264,dfo
8265,dfo
8266,dfo
8267,ng
8268,ng
8269,ng
8270,ng
8271,ng
8272,ng
8273,ng
8274,wind
8275,wind
8276,coal
8277,coal
8278,wind
8279,wind
8280,dfo
8281,dfo
8282,dfo
8283,dfo
8284,dfo
8285,coal
8286,ng
8287,wind
8288,ng
8289,ng
8290,dfo
8291,dfo
8292,dfo
8293,dfo
8294,dfo
8295,dfo
8296,wind
8297,wind
8298,wind
8299,ng
8300,ng
8301,ng
8302,ng
8303,ng
8304,ng
8305,ng
8306,wind
8307,wind
8308,wind
8309,wind
8310,wind
8311,coal
8312,coal
8313,coal
8314,dfo
8315,dfo
8316,dfo
8317,dfo
8318,dfo
8319,dfo
8320,dfo
8321,dfo
8322,ng
8323,ng
8324,ng
8325,ng
8326,ng
8327,ng
8328,coal
8329,coal
8330,coal
8331,coal
8332,coal
8333,dfo
8334,dfo
8335,dfo
8336,dfo
8337,dfo
8338,dfo
8339,ng
8340,dfo
8341,ng
8342,ng
8343,hydro
8344,hydro
8345,hydro
8346,hydro
8347,hydro
8348,hydro
8349,wind
8350,wind
8351,wind
8352,wind
8353,wind
8354,wind
8355,wind
8356,dfo
8357,dfo
8358,dfo
8359,dfo
8360,dfo
8361,dfo
8362,dfo
8363,dfo
8364,wind
8365,coal
8366,coal
8367,coal
8368,wind
8369,dfo
8370,dfo
8371,dfo
8372,dfo
8373,dfo
8374,dfo
8375,dfo
8376,wind
8377,dfo
8378,dfo
8379,dfo
8380,dfo
8381,dfo
8382,dfo
8383,dfo
8384,ng
8385,wind
8386,wind
8387,ng
8388,dfo
8389,dfo
8390,dfo
8391,dfo
8392,dfo
8393,wind
8394,dfo
8395,dfo
8396,dfo
8397,dfo
8398,dfo
8399,wind
8400,coal
8401,coal
8402,coal
8403,ng
8404,ng
8405,ng
8406,dfo
8407,dfo
8408,dfo
8409,dfo
8410,dfo
8411,dfo
8412,dfo
8413,dfo
8414,wind
8415,dfo
8416,dfo
8417,dfo
8418,dfo
8419,dfo
8420,dfo
8421,dfo
8422,dfo
8423,dfo
8424,dfo
8425,dfo
8426,dfo
8427,dfo
8428,dfo
8429,ng
8430,ng
8431,ng
8432,ng
8433,ng
8434,ng
8435,ng
8436,ng
8437,dfo
8438,dfo
8439,coal
8440,ng
8441,ng
8442,ng
8443,ng
8444,wind
8445,dfo
8446,dfo
8447,dfo
8448,dfo
8449,wind
8450,wind
8451,wind
8452,wind
8453,wind
8454,dfo
8455,dfo
8456,dfo
8457,wind
8458,wind
8459,wind
8460,wind
8461,dfo
8462,dfo
8463,dfo
8464,dfo
8465,dfo
8466,dfo
8467,dfo
8468,dfo
8469,wind
8470,wind
8471,ng
8472,ng
8473,ng
8474,ng
8475,ng
8476,ng
8477,wind
8478,wind
8479,wind
8480,wind
8481,wind
8482,hydro
8483,hydro
8484,hydro
8485,hydro
8486,hydro
8487,coal
8488,coal
8489,coal
8490,coal
8491,dfo
8492,dfo
8493,dfo
8494,dfo
8495,dfo
8496,dfo
8497,dfo
8498,dfo
8499,dfo
8500,dfo
8501,coal
8502,coal
8503,coal
8504,coal
8505,wind
8506,wind
8507,ng
8508,ng
8509,ng
8510,dfo
8511,dfo
8512,dfo
8513,dfo
8514,dfo
8515,dfo
8516,dfo
8517,wind
8518,dfo
8519,dfo
8520,dfo
8521,dfo
8522,dfo
8523,dfo
8524,dfo
8525,wind
8526,ng
8527,ng
8528,ng
8529,coal
8530,coal
8531,ng
8532,ng
8533,ng
8534,ng
8535,ng
8536,dfo
8537,dfo
8538,dfo
8539,dfo
8540,dfo
8541,dfo
8542,coal
8543,dfo
8544,dfo
8545,dfo
8546,dfo
8547,coal
8548,coal
8549,dfo
8550,ng
8551,ng
8552,ng
8553,ng
8554,ng
8555,ng
8556,coal
8557,coal
8558,coal
8559,ng
8560,ng
8561,dfo
8562,dfo
8563,dfo
8564,dfo
8565,coal
8566,coal
8567,coal
8568,coal
8569,coal
8570,ng
8571,dfo
8572,ng
8573,ng
8574,dfo
8575,dfo
8576,dfo
8577,dfo
8578,ng
8579,ng
8580,ng
8581,ng
8582,ng
8583,ng
8584,dfo
8585,dfo
8586,dfo
8587,dfo
8588,dfo
8589,dfo
8590,dfo
8591,dfo
8592,ng
8593,ng
8594,ng
8595,ng
8596,ng
8597,ng
8598,ng
8599,hydro
8600,dfo
8601,dfo
8602,dfo
8603,dfo
8604,dfo
8605,dfo
8606,dfo
8607,ng
8608,ng
8609,ng
8610,ng
8611,dfo
8612,dfo
8613,dfo
8614,dfo
8615,dfo
8616,dfo
8617,dfo
8618,dfo
8619,dfo
8620,dfo
8621,dfo
8622,dfo
8623,dfo
8624,dfo
8625,dfo
8626,dfo
8627,dfo
8628,dfo
8629,nuclear
8630,coal
8631,coal
8632,dfo
8633,dfo
8634,dfo
8635,dfo
8636,dfo
8637,dfo
8638,dfo
8639,dfo
8640,coal
8641,coal
8642,coal
8643,coal
8644,ng
8645,dfo
8646,dfo
8647,dfo
8648,hydro
8649,hydro
8650,hydro
8651,hydro
8652,hydro
8653,hydro
8654,dfo
8655,ng
8656,ng
8657,dfo
8658,dfo
8659,dfo
8660,dfo
8661,dfo
8662,dfo
8663,dfo
8664,dfo
8665,dfo
8666,dfo
8667,dfo
8668,dfo
8669,dfo
8670,dfo
8671,dfo
8672,hydro
8673,hydro
8674,hydro
8675,dfo
8676,dfo
8677,dfo
8678,dfo
8679,ng
8680,dfo
8681,dfo
8682,dfo
8683,dfo
8684,dfo
8685,dfo
8686,ng
8687,ng
8688,ng
8689,ng
8690,ng
8691,ng
8692,dfo
8693,dfo
8694,dfo
8695,dfo
8696,dfo
8697,coal
8698,coal
8699,coal
8700,coal
8701,ng
8702,ng
8703,ng
8704,coal
8705,coal
8706,coal
8707,ng
8708,coal
8709,coal
8710,hydro
8711,ng
8712,ng
8713,ng
8714,ng
8715,wind
8716,ng
8717,ng
8718,ng
8719,ng
8720,ng
8721,dfo
8722,dfo
8723,dfo
8724,ng
8725,ng
8726,ng
8727,ng
8728,ng
8729,ng
8730,ng
8731,ng
8732,dfo
8733,dfo
8734,dfo
8735,dfo
8736,ng
8737,ng
8738,ng
8739,ng
8740,hydro
8741,hydro
8742,hydro
8743,hydro
8744,solar
8745,solar
8746,dfo
8747,dfo
8748,dfo
8749,dfo
8750,dfo
8751,coal
8752,coal
8753,coal
8754,wind
8755,dfo
8756,dfo
